srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q11a,Q11b,Q12,Q14,Q15,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
1258,'4','29','Centre-right','4','3','4','3','2','2','3','3','1','9.0','8.0','7.0','2.0','9.0','5.0','4.0','9.0','2','4','2','2','2.0',1.0,nan,'4.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','2.0','1.0'
34,'2','14','Centre-left','1','1','1','1','3','3','1','3','2','3.0','4.0','1.0','1.0','5.0','1.0','1.0','8.0','4','4','5','2','3.0',2.0,nan,'1.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','1.0'
1355,'4','33','Other','2','2','2','2','2','2','2','2','2','7.0','3.0','7.0','1.0','2.0','1.0','1.0','8.0','4','4','4','2','3.0',2.0,nan,'4.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','2.0','3.0','1.0'
2530,'4','32','Right-wing','3','2','3','2','1','1','2','1','2','5.0','7.0','4.0','4.0','8.0','5.0','4.0','7.0','4','5','5','2','3.0',2.0,nan,'4.0','1.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','2.0'
1690,'2','32','Centre-right','3','3','3','2','2','2','2','2','2','4.0','6.0','4.0','1.0','8.0','5.0','6.0','7.0','2','4','4','2','2.0',1.0,nan,'4.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','1.0','2.0','2.0'
1276,'2','1','Centre-right','4','2','4','4','3','3','4','4','4','8.0','8.0','6.0','6.0','7.0','6.0','6.0','8.0','5','5','5','5','nan',nan,nan,'nan','nan','nan','2.0','3.0','4.0','3.0','3.0','4.0','1.0','1.0','2.0','3.0','2.0','2.0','4.0','4.0','4.0','1','1.0','2.0','1.0'
1470,'1','16','Other','3','4','3','2','1','2','1','1','1','3.0','7.0','8.0','3.0','5.0','3.0','2.0','7.0','1','2','2','1','2.0',2.0,nan,'1.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','2.0'
1743,'2','1','Centre-right','2','2','3','3','3','3','4','3','3','7.0','6.0','5.0','2.0','7.0','5.0','5.0','5.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','-98.0','-98.0','-98.0','3.0','-98.0','3.0','3.0','2.0','2.0','3.0','1.0','3.0','3.0','2.0','4.0','5','2.0','3.0','3.0'
1228,'1','16','Centre-left','2','3','3','2','1','1','1','2','2','7.0','7.0','7.0','1.0','7.0','4.0','7.0','7.0','4','4','2','1','3.0',2.0,nan,'3.0','4.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','2.0','3.0','3.0'
730,'2','1','Centre-right','4','3','2','2','3','3','3','4','2','7.0','3.0','5.0','2.0','5.0','3.0','8.0','9.0','5','4','5','1','1.0',nan,2.0,'3.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','2.0','2.0'
1855,'5','11','Centre-left','2','2','1','2','2','2','2','3','2','3.0','5.0','1.0','2.0','8.0','2.0','1.0','4.0','1','4','4','2','1.0',nan,2.0,'3.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','8','2.0','3.0','nan'
833,'2','5','Centre-right','2','3','3','3','3','2','3','3','3','6.0','6.0','5.0','5.0','6.0','2.0','2.0','6.0','2','2','2','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','4.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2','1.0','2.0','1.0'
1224,'4','13','-98','4','4','4','2','4','4','2','4','4','10.0','10.0','10.0','1.0','10.0','1.0','1.0','10.0','5','5','5','1','2.0',2.0,nan,'1.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','2.0','3.0'
2277,'4','29','Centre-right','5','5','2','2','1','2','2','2','2','3.0','4.0','2.0','2.0','6.0','2.0','5.0','5.0','4','5','5','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','-99.0','-98.0','-98.0','3.0','3.0','-98.0','2.0','3.0','3.0','3.0','2','1.0','4.0','1.0'
1175,'5','1','No-party','1','1','1','1','1','1','1','4','1','1.0','1.0','1.0','1.0','7.0','1.0','3.0','7.0','5','5','5','5','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','2.0','3.0','4.0','3.0','-98.0','4.0','4.0','5','1.0','3.0','nan'
2120,'4','16','Green','5','5','2','5','1','1','2','1','1','3.0','1.0','4.0','1.0','4.0','1.0','3.0','3.0','2','4','4','1','2.0',2.0,nan,'3.0','4.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','3.0','1.0'
2153,'4','20','Centre-left','2','2','4','3','4','1','2','1','1','7.0','7.0','4.0','1.0','5.0','1.0','3.0','7.0','4','4','4','1','nan',nan,nan,'nan','nan','nan','1.0','2.0','3.0','4.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','4.0','3.0','2.0','4.0','4','1.0','3.0','nan'
511,'4','11','Centre-left','5','5','4','5','1','1','1','1','1','10.0','10.0','5.0','5.0','5.0','5.0','2.0','10.0','5','5','4','5','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3','1.0','4.0','3.0'
210,'1','11','Centre-right','4','4','4','4','4','4','4','4','4','8.0','8.0','8.0','3.0','8.0','6.0','5.0','9.0','2','4','4','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','4.0','4.0','2.0','3.0','4.0','2','1.0','4.0','3.0'
658,'2','-98','Centre-right','4','4','4','4','2','2','3','3','3','8.0','8.0','7.0','2.0','8.0','4.0','3.0','8.0','2','4','4','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','3.0','2.0','1.0','1.0','2.0','1.0','3.0','3.0','2.0','3.0','6','2.0','2.0','nan'
314,'2','1','Centre-right','3','3','3','2','1','2','1','1','2','8.0','1.0','5.0','8.0','6.0','5.0','7.0','9.0','4','2','4','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3.0','3.0','3.0','3.0','2.0','3.0','4.0','3.0','2','1.0','2.0','2.0'
889,'4','13','Centre-right','5','4','4','4','1','1','3','3','1','9.0','1.0','5.0','1.0','5.0','1.0','1.0','5.0','2','4','2','1','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','1.0','1.0','3.0','3.0','3.0','4.0','3.0','2.0','4.0','4.0','3.0','3','2.0','4.0','3.0'
250,'4','16','Right-wing','1','1','1','2','1','1','2','2','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1','2','2','2','nan',nan,nan,'nan','nan','nan','2.0','2.0','3.0','2.0','1.0','3.0','1.0','2.0','2.0','2.0','2.0','2.0','4.0','4.0','2.0','1','1.0','3.0','1.0'
1935,'2','13','Centre-right','4','4','3','3','1','1','1','1','1','8.0','7.0','8.0','7.0','8.0','8.0','7.0','8.0','4','2','4','1','2.0',2.0,nan,'3.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','3.0','2.0'
2613,'4','16','Green','2','1','1','1','2','2','2','2','1','3.0','7.0','1.0','1.0','7.0','1.0','1.0','8.0','1','2','2','1','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','2','2.0','3.0','nan'
78,'4','4','Centre-left','2','4','3','2','2','2','3','3','2','7.0','7.0','6.0','5.0','6.0','6.0','4.0','7.0','4','5','4','1','3.0',1.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','1.0','1.0'
122,'2','-98','Other','2','3','3','4','1','2','2','1','2','2.0','5.0','1.0','3.0','5.0','7.0','5.0','3.0','2','2','2','1','nan',nan,nan,'nan','nan','nan','2.0','3.0','3.0','3.0','3.0','4.0','3.0','2.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','5','1.0','4.0','3.0'
609,'2','11','Centre-right','3','2','2','2','1','1','2','1','1','8.0','7.0','7.0','4.0','7.0','5.0','6.0','8.0','4','4','2','2','2.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','4.0','2.0'
939,'2','11','Centre-left','3','2','2','2','3','1','4','4','1','8.0','9.0','2.0','1.0','9.0','1.0','1.0','9.0','4','4','4','1','nan',nan,nan,'nan','nan','nan','4.0','4.0','2.0','4.0','4.0','4.0','4.0','1.0','2.0','2.0','2.0','3.0','3.0','2.0','4.0','5','1.0','2.0','1.0'
929,'4','28','Independent','2','2','2','2','2','2','2','2','2','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','3','4','4','2','1.0',nan,2.0,'1.0','1.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','1.0','3.0','1.0'
1897,'2','16','Centre-right','4','4','4','4','2','1','2','2','2','10.0','7.0','5.0','1.0','2.0','5.0','1.0','10.0','2','4','4','2','3.0',1.0,nan,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','6','1.0','nan','1.0'
1042,'4','11','Green','2','2','2','2','1','2','3','3','1','8.0','5.0','4.0','1.0','10.0','1.0','1.0','10.0','1','2','5','2','nan',nan,nan,'nan','nan','nan','4.0','4.0','4.0','4.0','4.0','4.0','4.0','3.0','3.0','3.0','2.0','4.0','2.0','2.0','3.0','2','2.0','3.0','1.0'
959,'2','11','Centre-left','4','4','2','2','2','2','2','2','2','6.0','7.0','1.0','4.0','7.0','3.0','3.0','8.0','2','2','2','2','2.0',1.0,nan,'3.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','4.0','2.0'
843,'4','11','Centre-left','3','3','4','3','2','2','3','3','2','8.0','8.0','3.0','2.0','8.0','2.0','1.0','9.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','4.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','8','1.0','3.0','1.0'
1249,'2','33','-98','2','2','2','1','3','3','2','-98','3','5.0','4.0','4.0','4.0','5.0','2.0','3.0','4.0','5','5','5','4','3.0',2.0,nan,'1.0','-98.0','-98.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','1.0','2.0','3.0'
1634,'4','13','Centre-left','3','3','3','2','1','1','1','1','1','3.0','3.0','2.0','1.0','2.0','1.0','1.0','3.0','4','4','2','2','2.0',2.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','3.0','1.0'
1343,'2','-98','Centre-left','2','2','2','2','1','1','2','2','1','6.0','5.0','1.0','1.0','5.0','4.0','5.0','6.0','1','2','2','2','nan',nan,nan,'nan','nan','nan','1.0','1.0','2.0','2.0','1.0','4.0','2.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','2.0'
151,'2','27','-98','2','2','1','2','2','2','2','2','-98','2.0','2.0','3.0','3.0','3.0','3.0','2.0','2.0','2','-98','2','2','nan',nan,nan,'nan','nan','nan','-98.0','-98.0','3.0','3.0','2.0','-98.0','2.0','-98.0','-98.0','-98.0','2.0','3.0','-98.0','-98.0','-98.0','2','2.0','2.0','3.0'
1887,'2','4','Centre-right','2','2','2','2','1','2','2','2','2','7.0','6.0','4.0','4.0','6.0','7.0','4.0','8.0','4','4','4','4','nan',nan,nan,'nan','nan','nan','2.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','1.0','3.0','2.0'
57,'2','11','Centre-left','4','4','4','1','2','2','2','2','2','8.0','3.0','8.0','2.0','9.0','1.0','1.0','7.0','2','2','2','2','3.0',1.0,nan,'1.0','2.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','1.0','1.0'
1392,'4','96','Centre-right','2','2','3','2','2','3','3','3','3','3.0','3.0','5.0','5.0','4.0','3.0','5.0','4.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','2.0','2.0','3.0','3.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','3.0','3.0','3','1.0','2.0','3.0'
450,'2','36','Centre-right','3','3','4','3','3','1','3','1','1','8.0','8.0','8.0','1.0','1.0','3.0','1.0','8.0','2','4','5','2','2.0',2.0,nan,'3.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','4.0','1.0'
145,'2','20','Green','2','1','2','5','1','2','2','4','1','4.0','3.0','1.0','1.0','4.0','1.0','1.0','7.0','2','2','2','4','nan',nan,nan,'nan','nan','nan','3.0','4.0','3.0','4.0','4.0','4.0','4.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','3','2.0','3.0','1.0'
1831,'2','96','Centre-right','3','3','2','4','3','3','2','3','1','8.0','8.0','5.0','2.0','6.0','7.0','2.0','10.0','1','2','3','2','1.0',nan,2.0,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','2.0','1.0'
1834,'4','13','Centre-left','4','3','4','2','3','3','3','4','3','8.0','7.0','5.0','5.0','7.0','3.0','8.0','10.0','4','4','5','2','2.0',2.0,nan,'3.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','3.0','1.0'
1416,'4','16','Centre-right','3','3','3','3','3','3','3','2','3','5.0','5.0','5.0','5.0','5.0','5.0','5.0','7.0','2','4','2','2','nan',nan,nan,'nan','nan','nan','2.0','2.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','3.0','1','2.0','4.0','3.0'
724,'2','11','Centre-right','1','2','4','4','3','3','4','4','2','7.0','8.0','9.0','1.0','9.0','4.0','6.0','9.0','5','5','5','2','3.0',2.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','2.0','1.0'
445,'2','96','Centre-right','4','3','3','4','2','2','2','2','2','5.0','7.0','5.0','3.0','3.0','5.0','7.0','5.0','4','4','4','4','2.0',1.0,nan,'2.0','3.0','-98.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','3.0','2.0'
800,'4','20','Green','3','2','2','3','3','3','2','4','2','4.0','5.0','5.0','3.0','6.0','5.0','3.0','7.0','2','4','5','4','3.0',2.0,nan,'2.0','3.0','1.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','2.0','3.0','1.0'
1629,'4','11','Green','3','3','3','3','1','1','2','2','1','6.0','7.0','10.0','1.0','6.0','7.0','9.0','6.0','1','1','2','1','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','2.0','3.0','4.0','3.0','3.0','5','2.0','3.0','2.0'
2285,'4','11','Green','1','1','2','1','2','2','2','3','2','5.0','7.0','6.0','1.0','8.0','3.0','3.0','9.0','2','4','2','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','4.0','4.0','3.0','3.0','3.0','2.0','3.0','2.0','1.0','4.0','1.0','1.0','3.0','2','1.0','2.0','1.0'
44,'4','16','Green','2','2','2','1','2','2','1','3','1','2.0','3.0','4.0','3.0','3.0','5.0','2.0','5.0','2','4','2','1','nan',nan,nan,'nan','nan','nan','3.0','2.0','2.0','3.0','2.0','3.0','2.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','3.0','3','2.0','4.0','2.0'
713,'4','11','Centre-left','1','1','2','2','3','2','1','1','1','4.0','4.0','2.0','8.0','9.0','2.0','2.0','7.0','1','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','2.0','3.0','3.0','3.0','3.0','3.0','1.0','2.0','2.0','1.0','3.0','3.0','3.0','2.0','1','1.0','3.0','2.0'
1823,'1','29','Centre-right','3','2','4','3','2','2','3','4','3','9.0','9.0','8.0','6.0','9.0','8.0','7.0','10.0','4','5','4','2','nan',nan,nan,'nan','nan','nan','1.0','1.0','4.0','3.0','2.0','4.0','1.0','2.0','4.0','4.0','3.0','3.0','2.0','2.0','4.0','3','1.0','4.0','3.0'
1676,'2','16','Centre-left','2','3','3','2','2','1','2','2','1','8.0','7.0','5.0','2.0','5.0','6.0','2.0','9.0','2','4','4','2','2.0',2.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','3.0','2.0'
119,'2','20','Centre-right','4','3','4','4','2','2','2','2','2','8.0','8.0','8.0','1.0','1.0','8.0','8.0','8.0','1','4','2','2','2.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','4.0','1.0'
2044,'2','1','Centre-right','4','4','2','3','1','3','4','3','2','8.0','6.0','6.0','3.0','5.0','3.0','nan','7.0','2','5','4','-98','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','-98.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','3.0','4','2.0','4.0','3.0'
496,'4','13','Centre-right','5','5','5','5','2','2','2','2','2','6.0','5.0','4.0','1.0','3.0','3.0','2.0','6.0','2','2','2','1','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','1.0','1.0','3.0','1.0','3.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','4','1.0','2.0','1.0'
1429,'4','20','Centre-left','3','2','4','2','3','3','2','3','2','5.0','6.0','4.0','3.0','7.0','1.0','1.0','7.0','2','2','2','4','3.0',1.0,nan,'3.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','2.0','2.0','1.0'
235,'1','16','Centre-left','4','3','2','3','1','1','1','1','1','7.0','7.0','6.0','3.0','9.0','7.0','6.0','9.0','4','4','4','1','nan',nan,nan,'nan','nan','nan','2.0','2.0','2.0','3.0','1.0','2.0','3.0','2.0','2.0','2.0','1.0','3.0','3.0','3.0','2.0','4','1.0','4.0','3.0'
540,'2','18','Centre-left','3','3','4','2','2','2','2','2','2','6.0','6.0','7.0','4.0','7.0','6.0','6.0','8.0','2','4','4','4','3.0',1.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','1.0','4.0','2.0'
905,'4','16','Centre-left','3','2','2','1','2','1','1','2','1','3.0','3.0','3.0','1.0','7.0','2.0','2.0','8.0','2','4','2','1','2.0',1.0,nan,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','1.0','4.0','1.0'
2371,'2','16','Centre-right','3','2','2','2','3','2','2','3','2','3.0','3.0','2.0','1.0','5.0','2.0','2.0','2.0','2','2','2','2','2.0',1.0,nan,'3.0','4.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','4.0','1.0'
527,'2','-98','Centre-right','3','3','3','3','3','3','3','3','3','9.0','10.0','10.0','7.0','7.0','7.0','9.0','10.0','4','4','4','4','2.0',1.0,nan,'3.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','1','2.0','1.0','3.0'
2305,'4','1','Centre-left','3','3','3','3','4','3','4','3','3','8.0','8.0','6.0','5.0','7.0','7.0','5.0','8.0','5','5','5','5','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','4.0','3.0','4.0','3.0','3.0','3.0','4.0','3.0','3.0','4.0','4.0','4.0','5','1.0','3.0','3.0'
2531,'2','2','Centre-right','5','2','4','4','2','2','3','3','1','5.0','5.0','5.0','5.0','5.0','5.0','5.0','5.0','2','4','2','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','3.0','2.0','2.0','3.0','3.0','3.0','4.0','2.0','3.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
1008,'4','16','Green','1','2','2','2','2','2','3','3','2','3.0','3.0','3.0','2.0','5.0','3.0','2.0','7.0','2','4','4','2','nan',nan,nan,'nan','nan','nan','3.0','2.0','2.0','3.0','4.0','3.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','3.0','2','2.0','4.0','nan'
1750,'2','16','Green','3','3','2','2','2','2','2','3','3','6.0','7.0','7.0','4.0','7.0','4.0','5.0','7.0','4','4','2','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','3.0','3.0','2','1.0','1.0','3.0'
2007,'4','29','Centre-right','3','3','3','3','2','3','3','3','3','5.0','5.0','9.0','2.0','5.0','7.0','8.0','4.0','2','4','2','2','2.0',1.0,nan,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','3.0','1.0'
1269,'4','33','Centre-left','2','1','2','1','1','2','1','1','1','4.0','5.0','3.0','1.0','8.0','5.0','5.0','8.0','1','4','4','2','1.0',nan,1.0,'2.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','3','1.0','2.0','3.0'
742,'4','36','Centre-right','3','2','4','4','2','2','3','2','2','7.0','8.0','6.0','6.0','4.0','8.0','6.0','8.0','2','4','2','1','nan',nan,nan,'nan','nan','nan','2.0','2.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','2.0','3.0','3.0','4.0','3.0','5','2.0','2.0','1.0'
948,'1','1','-99','3','3','3','3','2','2','2','2','2','3.0','4.0','3.0','1.0','2.0','3.0','1.0','5.0','5','5','5','1','nan',nan,nan,'nan','nan','nan','2.0','-99.0','3.0','3.0','3.0','3.0','2.0','-99.0','2.0','2.0','2.0','3.0','-99.0','-99.0','3.0','4','2.0','3.0','3.0'
1974,'1','20','Centre-left','3','3','4','4','3','2','3','3','3','7.0','7.0','8.0','5.0','5.0','5.0','4.0','5.0','4','4','4','2','2.0',2.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','2.0','4.0','3.0'
552,'2','-98','Centre-left','2','3','2','2','3','3','3','4','2','7.0','7.0','4.0','5.0','7.0','5.0','4.0','5.0','2','4','1','4','nan',nan,nan,'nan','nan','nan','1.0','1.0','1.0','2.0','1.0','2.0','1.0','3.0','3.0','4.0','1.0','3.0','4.0','4.0','3.0','2','2.0','2.0','2.0'
1378,'4','13','Centre-left','2','2','2','3','1','1','1','2','1','6.0','6.0','2.0','3.0','6.0','5.0','8.0','8.0','4','5','4','4','2.0',1.0,nan,'2.0','2.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','4.0','1.0'
378,'4','19','Centre-right','4','4','4','3','2','2','2','2','2','6.0','6.0','2.0','3.0','6.0','2.0','4.0','6.0','4','4','4','2','nan',nan,nan,'nan','nan','nan','2.0','3.0','2.0','4.0','2.0','3.0','3.0','2.0','2.0','3.0','2.0','2.0','2.0','3.0','3.0','2','2.0','2.0','3.0'
935,'2','36','Green','2','3','3','3','2','2','2','2','2','3.0','4.0','2.0','3.0','2.0','4.0','3.0','3.0','2','4','4','2','1.0',nan,2.0,'1.0','3.0','3.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','2','1.0','4.0','2.0'
217,'4','4','Centre-left','4','4','3','2','3','3','3','4','2','8.0','8.0','8.0','4.0','8.0','5.0','5.0','8.0','2','2','4','2','nan',nan,nan,'nan','nan','nan','3.0','3.0','3.0','4.0','3.0','4.0','3.0','3.0','2.0','2.0','2.0','3.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
1321,'2','11','Green','3','3','4','3','3','3','3','3','3','7.0','7.0','3.0','3.0','5.0','3.0','2.0','8.0','4','4','4','4','2.0',1.0,nan,'2.0','3.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','4','2.0','3.0','1.0'
410,'4','11','Green','3','2','3','2','2','1','2','2','1','4.0','4.0','5.0','3.0','3.0','2.0','3.0','6.0','2','4','2','1','nan',nan,nan,'nan','nan','nan','2.0','1.0','2.0','3.0','2.0','3.0','3.0','3.0','2.0','3.0','2.0','3.0','3.0','2.0','3.0','5','2.0','3.0','nan'
300,'2','1','Centre-left','4','4','3','2','2','2','3','2','2','7.0','7.0','7.0','3.0','4.0','3.0','3.0','7.0','4','2','4','1','3.0',2.0,nan,'2.0','2.0','2.0','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','nan','5','1.0','3.0','1.0'
1619,'4','1','Independent','3','3','3','2','1','1','1','2','2','7.0','7.0','8.0','7.0','7.0','7.0','7.0','7.0','2','2','2','1','nan',nan,nan,'nan','nan','nan','3.0','2.0','2.0','2.0','2.0','3.0','3.0','2.0','2.0','2.0','2.0','3.0','2.0','2.0','3.0','3','2.0','3.0','3.0'
