srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q10a,Q10b,Q10c,Q10d,Q11,Q12,Q14,Q15,p_state,p_gender_sdc,p_age_group_sdc,p_education_sdc
220,'4','16','Centre-left','2','3','4','2','1','1','2','2','2','4.0','5.0','1.0','1.0','4.0','1.0','1.0','7.0','4','4','4','2','2.0','2.0','3.0','3.0','3','1.0','4.0','3.0'
240,'4','13','Centre-right','3','3','3','4','4','4','4','4','4','8.0','8.0','8.0','1.0','4.0','3.0','3.0','9.0','5','5','5','5','2.0','3.0','3.0','2.0','3','1.0','3.0','1.0'
1071,'4','11','Centre-left','5','4','4','4','2','1','3','4','1','10.0','5.0','10.0','10.0','10.0','10.0','1.0','10.0','4','5','2','1','2.0','3.0','1.0','3.0','3','2.0','2.0','2.0'
1482,'2','11','Centre-left','3','3','4','3','4','4','4','4','4','9.0','7.0','4.0','1.0','7.0','2.0','1.0','10.0','5','4','4','4','2.0','2.0','3.0','1.0','3','1.0','3.0','2.0'
829,'2','1','Centre-right','4','3','3','3','1','1','1','1','1','7.0','7.0','8.0','6.0','7.0','7.0','7.0','7.0','2','4','4','4','3.0','2.0','3.0','1.0','3','2.0','3.0','3.0'
1073,'4','17','Other','1','1','1','1','1','1','1','3','2','1.0','5.0','5.0','1.0','3.0','1.0','3.0','5.0','5','5','5','1','2.0','3.0','3.0','3.0','3','1.0','3.0','2.0'
1111,'4','35','Centre-right','4','2','3','5','2','1','2','3','2','5.0','5.0','4.0','1.0','5.0','2.0','2.0','1.0','2','5','5','1','2.0','3.0','3.0','3.0','3','2.0','4.0','3.0'
2293,'4','16','Centre-left','2','2','2','1','1','1','1','1','1','2.0','2.0','1.0','1.0','3.0','1.0','1.0','4.0','2','5','5','2','3.0','1.0','4.0','1.0','3','2.0','3.0','1.0'
244,'2','6','-98','3','4','4','4','3','3','3','3','3','7.0','4.0','4.0','4.0','7.0','4.0','6.0','9.0','2','2','2','2','3.0','3.0','2.0','3.0','3','1.0','2.0','1.0'
691,'4','11','Centre-left','2','1','2','2','1','1','1','1','1','5.0','5.0','5.0','3.0','6.0','4.0','4.0','5.0','2','2','4','1','1.0','3.0','3.0','2.0','3','2.0','4.0','1.0'
162,'2','4','Centre-left','2','2','4','4','2','1','1','2','1','8.0','8.0','1.0','1.0','8.0','1.0','1.0','10.0','4','4','4','2','2.0','2.0','3.0','1.0','3','2.0','4.0','1.0'
2316,'1','1','Centre-right','3','5','3','4','3','2','3','3','3','5.0','3.0','4.0','1.0','6.0','2.0','4.0','6.0','4','1','4','2','2.0','3.0','3.0','3.0','3','1.0','3.0','2.0'
751,'2','31','Centre-right','3','3','3','3','3','3','2','2','2','7.0','7.0','7.0','3.0','5.0','6.0','6.0','6.0','4','4','4','2','2.0','2.0','3.0','2.0','1','2.0','2.0','3.0'
1383,'4','16','Centre-right','4','3','4','3','1','1','1','2','1','8.0','8.0','8.0','3.0','8.0','6.0','4.0','8.0','2','1','2','1','2.0','2.0','2.0','3.0','3','2.0','4.0','2.0'
806,'5','20','Other','3','2','3','5','3','3','3','3','4','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','5','3.0','4.0','4.0','2.0','3','2.0','3.0','3.0'
698,'4','16','Centre-left','4','4','4','4','2','3','3','2','3','8.0','9.0','9.0','3.0','8.0','4.0','7.0','8.0','1','4','1','2','2.0','2.0','2.0','3.0','3','1.0','1.0','1.0'
897,'5','16','Centre-left','1','1','1','1','1','1','1','2','1','2.0','4.0','1.0','1.0','7.0','1.0','4.0','7.0','4','4','4','2','1.0','2.0','4.0','1.0','3','1.0','4.0','1.0'
2558,'2','30','Centre-right','3','2','3','3','3','2','2','3','2','5.0','5.0','5.0','2.0','6.0','5.0','4.0','6.0','2','2','4','2','2.0','2.0','2.0','1.0','3','2.0','4.0','1.0'
1426,'2','36','Centre-left','3','5','2','5','2','1','2','2','2','6.0','6.0','3.0','1.0','5.0','3.0','4.0','7.0','1','2','2','2','2.0','2.0','4.0','2.0','3','2.0','4.0','3.0'
1443,'2','28','-99','3','3','3','3','3','3','3','3','2','7.0','7.0','7.0','5.0','7.0','7.0','7.0','6.0','2','5','4','4','2.0','4.0','2.0','3.0','3','2.0','3.0','2.0'
507,'1','11','Centre-left','2','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5.0','5','5','5','2','2.0','1.0','4.0','3.0','3','2.0','4.0','1.0'
338,'4','19','Centre-left','2','2','2','3','3','2','3','3','1','7.0','7.0','5.0','5.0','9.0','5.0','6.0','9.0','2','2','2','2','2.0','4.0','1.0','3.0','3','1.0','3.0','1.0'
1442,'2','1','Centre-right','5','4','2','3','2','1','1','2','2','9.0','9.0','5.0','4.0','4.0','2.0','9.0','9.0','4','4','2','2','2.0','2.0','2.0','3.0','3','1.0','3.0','2.0'
2532,'2','1','Centre-right','1','1','1','2','1','3','1','2','1','7.0','5.0','2.0','1.0','5.0','3.0','1.0','7.0','4','4','4','5','2.0','2.0','2.0','3.0','3','1.0','4.0','1.0'
125,'2','20','Centre-right','4','4','4','4','3','4','4','4','4','8.0','3.0','8.0','5.0','4.0','6.0','5.0','10.0','2','2','1','4','2.0','3.0','2.0','3.0','3','1.0','4.0','3.0'
1963,'4','1','Centre-right','3','1','2','2','2','1','2','2','1','6.0','3.0','2.0','1.0','4.0','1.0','1.0','6.0','2','2','2','2','1.0','3.0','3.0','3.0','3','1.0','4.0','1.0'
2265,'2','35','Centre-right','3','3','4','3','4','4','4','4','4','5.0','7.0','5.0','2.0','7.0','1.0','1.0','7.0','5','5','5','5','2.0','1.0','4.0','3.0','1','1.0','4.0','2.0'
1960,'2','16','Centre-right','2','1','3','3','1','1','2','1','1','8.0','8.0','8.0','1.0','6.0','6.0','6.0','8.0','4','4','4','2','1.0','2.0','3.0','1.0','3','2.0','4.0','1.0'
1435,'2','1','Centre-left','5','5','4','4','2','2','2','2','2','8.0','8.0','7.0','7.0','7.0','7.0','6.0','8.0','2','2','2','4','2.0','2.0','2.0','3.0','3','1.0','3.0','2.0'
2222,'4','13','Centre-left','2','2','3','3','1','1','1','2','2','2.0','2.0','4.0','1.0','2.0','1.0','2.0','2.0','4','4','4','2','2.0','2.0','4.0','2.0','3','2.0','3.0','3.0'
1673,'4','16','Green','3','3','4','4','2','1','4','2','2','8.0','8.0','8.0','3.0','8.0','3.0','1.0','8.0','2','2','2','2','2.0','1.0','3.0','2.0','3','2.0','4.0','1.0'
1711,'2','5','-98','3','3','3','3','3','2','3','3','2','7.0','7.0','4.0','4.0','8.0','1.0','4.0','8.0','4','5','4','2','2.0','1.0','3.0','2.0','1','2.0','4.0','3.0'
238,'4','16','Centre-left','3','2','2','1','2','1','1','2','2','2.0','2.0','2.0','1.0','2.0','2.0','1.0','2.0','4','4','5','2','2.0','2.0','2.0','3.0','3','2.0','4.0','3.0'
1583,'2','33','Centre-left','5','3','2','2','1','1','2','1','1','7.0','7.0','6.0','2.0','5.0','4.0','6.0','8.0','2','2','2','1','2.0','2.0','3.0','1.0','3','1.0','2.0','1.0'
630,'4','11','Other','3','4','4','2','3','3','2','2','2','7.0','7.0','6.0','3.0','7.0','6.0','6.0','8.0','4','4','4','2','2.0','2.0','3.0','2.0','4','1.0','2.0','1.0'
1020,'2','8','Centre-left','2','1','2','2','1','1','1','1','1','3.0','3.0','6.0','1.0','2.0','3.0','1.0','5.0','4','5','5','1','3.0','1.0','3.0','1.0','4','2.0','4.0','3.0'
50,'2','1','Green','4','4','3','4','2','2','2','2','2','7.0','6.0','7.0','4.0','7.0','4.0','3.0','7.0','2','4','4','2','3.0','3.0','3.0','3.0','4','2.0','2.0','3.0'
1197,'4','16','Centre-right','3','4','3','3','2','1','2','2','3','6.0','5.0','8.0','2.0','5.0','7.0','7.0','9.0','2','2','2','2','1.0','2.0','3.0','1.0','4','1.0','4.0','2.0'
866,'1','-98','Centre-left','3','3','3','3','2','2','2','2','2','5.0','3.0','3.0','2.0','3.0','5.0','3.0','3.0','1','4','4','2','3.0','1.0','3.0','1.0','4','2.0','4.0','3.0'
642,'4','19','Centre-right','3','4','2','1','2','2','2','2','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','6.0','2','4','4','1','3.0','2.0','3.0','2.0','4','2.0','4.0','3.0'
13,'2','11','Centre-left','1','1','1','1','1','1','1','1','1','3.0','6.0','4.0','2.0','5.0','3.0','5.0','6.0','2','4','4','5','3.0','4.0','2.0','3.0','4','1.0','4.0','2.0'
924,'2','16','Centre-left','2','2','3','3','1','3','3','2','1','6.0','9.0','8.0','4.0','9.0','6.0','5.0','7.0','4','4','4','2','1.0','2.0','3.0','3.0','4','2.0','2.0','3.0'
746,'2','11','Centre','4','4','4','3','3','3','3','3','3','8.0','8.0','5.0','5.0','9.0','4.0','8.0','9.0','2','2','4','2','2.0','3.0','2.0','3.0','4','1.0','4.0','2.0'
681,'2','16','-98','3','2','2','2','2','1','2','2','1','5.0','4.0','4.0','1.0','5.0','2.0','1.0','9.0','2','4','4','2','2.0','3.0','2.0','3.0','4','2.0','4.0','2.0'
2121,'2','16','Centre-right','3','2','4','4','3','3','3','3','2','7.0','7.0','8.0','1.0','5.0','5.0','1.0','8.0','2','4','2','4','2.0','3.0','1.0','3.0','4','2.0','3.0','2.0'
46,'4','5','No-party','2','3','1','1','2','2','2','2','1','8.0','7.0','6.0','9.0','5.0','8.0','5.0','7.0','4','5','4','5','2.0','2.0','3.0','2.0','4','2.0','4.0','3.0'
1393,'2','33','Centre-right','2','1','2','3','1','1','1','3','3','6.0','6.0','6.0','2.0','7.0','4.0','3.0','7.0','2','1','2','2','1.0','2.0','2.0','3.0','4','2.0','4.0','1.0'
1262,'2','11','Independent','3','2','3','3','2','1','3','4','3','8.0','9.0','3.0','3.0','7.0','3.0','3.0','8.0','1','1','2','2','3.0','2.0','2.0','2.0','4','2.0','4.0','2.0'
223,'2','8','Centre-right','3','4','4','4','3','2','2','3','3','9.0','10.0','9.0','3.0','8.0','7.0','6.0','6.0','2','4','2','2','3.0','3.0','2.0','3.0','4','2.0','2.0','1.0'
1039,'4','16','-98','5','4','1','1','1','1','1','1','1','5.0','5.0','5.0','1.0','5.0','1.0','1.0','5.0','4','4','4','5','1.0','1.0','-98.0','-98.0','4','2.0','4.0','1.0'
727,'1','16','Centre-right','3','2','3','2','3','2','4','3','2','5.0','6.0','5.0','2.0','3.0','4.0','3.0','5.0','4','4','5','2','3.0','2.0','3.0','2.0','4','2.0','3.0','2.0'
1617,'2','19','Centre-left','5','5','5','5','2','3','4','2','2','9.0','8.0','8.0','1.0','3.0','1.0','3.0','9.0','5','5','5','5','2.0','1.0','1.0','3.0','4','1.0','3.0','2.0'
1375,'4','1','-98','2','2','2','3','3','3','4','3','3','7.0','7.0','7.0','1.0','7.0','3.0','4.0','7.0','2','4','4','4','3.0','2.0','2.0','2.0','5','2.0','3.0','2.0'
711,'2','16','Centre-right','4','3','4','3','2','2','2','2','3','8.0','9.0','5.0','4.0','8.0','8.0','5.0','8.0','4','4','4','2','2.0','2.0','3.0','3.0','5','2.0','4.0','3.0'
503,'4','13','-98','1','1','1','1','1','1','1','1','1','2.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1','4','1','1','1.0','2.0','4.0','1.0','5','2.0','4.0','2.0'
597,'4','36','Centre-right','5','5','1','1','1','1','1','1','1','3.0','4.0','1.0','4.0','4.0','4.0','3.0','5.0','2','2','2','2','2.0','3.0','3.0','2.0','5','2.0','4.0','3.0'
1412,'2','16','Centre-right','5','4','3','3','1','1','2','2','1','8.0','9.0','8.0','8.0','8.0','7.0','8.0','9.0','2','4','4','4','2.0','3.0','3.0','3.0','5','2.0','4.0','3.0'
1231,'2','-98','Centre-right','3','2','3','3','3','2','3','3','3','8.0','7.0','7.0','3.0','7.0','7.0','5.0','8.0','5','5','5','1','3.0','1.0','3.0','-98.0','5','2.0','4.0','1.0'
1419,'4','11','Centre-left','5','4','3','3','1','1','1','1','2','5.0','5.0','2.0','1.0','1.0','3.0','2.0','5.0','5','5','4','-98','2.0','2.0','4.0','2.0','5','2.0','4.0','2.0'
1832,'2','16','Centre-right','3','3','3','3','3','1','3','3','3','6.0','5.0','5.0','5.0','5.0','5.0','5.0','6.0','2','2','2','4','2.0','3.0','3.0','2.0','5','1.0','3.0','2.0'
729,'2','1','Centre-left','2','2','4','3','2','1','3','2','1','8.0','7.0','7.0','4.0','7.0','6.0','3.0','7.0','1','5','4','4','3.0','3.0','3.0','2.0','5','1.0','3.0','1.0'
1800,'2','4','Centre-right','4','4','4','3','3','3','4','4','3','8.0','8.0','6.0','5.0','5.0','6.0','5.0','9.0','4','4','4','4','2.0','3.0','2.0','3.0','5','1.0','2.0','3.0'
375,'2','1','Centre-right','5','5','3','5','1','2','1','1','2','8.0','7.0','2.0','1.0','7.0','5.0','5.0','7.0','4','4','4','2','2.0','2.0','3.0','3.0','5','2.0','4.0','2.0'
442,'4','30','Centre-left','3','3','3','2','3','3','3','3','3','6.0','5.0','7.0','2.0','6.0','4.0','3.0','4.0','4','4','4','2','2.0','2.0','3.0','3.0','5','2.0','3.0','3.0'
1101,'2','30','Centre-right','2','2','3','2','1','2','2','2','1','5.0','5.0','5.0','4.0','6.0','5.0','5.0','8.0','4','4','4','1','3.0','2.0','3.0','3.0','5','2.0','3.0','3.0'
1701,'2','8','Green','2','2','2','2','2','2','2','3','2','3.0','3.0','7.0','3.0','5.0','2.0','1.0','8.0','5','5','5','4','2.0','2.0','3.0','3.0','5','2.0','2.0','1.0'
701,'1','11','Green','4','2','4','2','2','2','3','2','2','7.0','7.0','7.0','4.0','8.0','6.0','7.0','8.0','5','5','4','5','1.0','1.0','4.0','1.0','5','2.0','4.0','2.0'
1705,'2','1','Centre-left','3','2','4','4','2','2','3','3','3','8.0','8.0','8.0','8.0','8.0','7.0','8.0','9.0','2','4','4','4','3.0','4.0','2.0','3.0','5','2.0','2.0','2.0'
1499,'1','13','Centre-right','5','3','4','4','3','3','3','3','3','6.0','5.0','5.0','3.0','6.0','5.0','3.0','7.0','4','4','4','1','3.0','3.0','3.0','3.0','5','2.0','4.0','3.0'
1623,'2','35','Centre-right','3','4','2','2','2','1','2','3','2','7.0','7.0','2.0','3.0','6.0','2.0','1.0','7.0','4','4','4','2','2.0','2.0','3.0','2.0','5','1.0','3.0','2.0'
1143,'4','17','Centre-left','4','2','2','2','1','1','1','2','1','2.0','3.0','1.0','1.0','5.0','1.0','1.0','5.0','2','4','4','1','1.0','3.0','3.0','2.0','5','2.0','4.0','2.0'
284,'2','96','Centre-right','5','3','4','5','1','1','1','1','1','8.0','8.0','7.0','1.0','7.0','4.0','1.0','7.0','1','2','2','1','1.0','4.0','1.0','3.0','5','2.0','4.0','2.0'
200,'2','30','Centre-right','4','4','4','4','1','1','2','3','3','8.0','8.0','8.0','6.0','6.0','8.0','5.0','9.0','2','4','2','2','2.0','3.0','2.0','2.0','5','1.0','4.0','3.0'
1989,'2','13','Centre-right','3','3','3','3','3','3','3','3','2','3.0','3.0','1.0','3.0','3.0','3.0','3.0','3.0','2','4','4','2','3.0','2.0','4.0','2.0','5','2.0','4.0','3.0'
2503,'2','-98','-98','4','4','4','5','3','2','3','4','3','7.0','8.0','8.0','4.0','8.0','5.0','5.0','8.0','4','5','4','4','2.0','2.0','3.0','1.0','2','2.0','2.0','1.0'
40,'5','35','Centre-left','3','2','3','2','2','2','2','2','2','1.0','1.0','3.0','1.0','3.0','2.0','3.0','1.0','2','2','2','2','3.0','3.0','1.0','3.0','3','2.0','2.0','3.0'
1335,'2','13','Green','2','3','1','1','1','1','1','3','2','4.0','5.0','8.0','5.0','8.0','6.0','7.0','9.0','1','2','2','2','3.0','3.0','3.0','2.0','1','1.0','2.0','2.0'
2198,'2','28','Centre-left','3','3','3','3','3','3','3','3','3','6.0','6.0','5.0','1.0','6.0','1.0','1.0','6.0','4','4','2','2','3.0','2.0','3.0','-98.0','2','2.0','2.0','2.0'
1646,'2','29','Centre-left','3','4','3','2','3','3','4','4','3','7.0','7.0','6.0','3.0','7.0','4.0','5.0','6.0','4','4','4','2','3.0','1.0','2.0','2.0','2','2.0','3.0','1.0'
1223,'4','32','Centre-left','1','2','3','1','2','2','2','2','2','1.0','1.0','1.0','1.0','3.0','1.0','1.0','2.0','4','4','4','4','3.0','2.0','3.0','1.0','2','1.0','2.0','2.0'
1063,'2','96','Centre-left','3','3','3','3','4','4','4','4','3','8.0','9.0','8.0','1.0','9.0','5.0','5.0','8.0','2','4','4','4','2.0','3.0','2.0','3.0','5','2.0','3.0','1.0'
1662,'2','96','Centre-right','5','4','4','5','1','2','2','4','1','9.0','8.0','7.0','2.0','8.0','2.0','3.0','10.0','4','4','4','1','1.0','4.0','2.0','3.0','2','2.0','4.0','2.0'
854,'5','37','Green','3','3','1','2','2','1','2','2','2','5.0','5.0','4.0','3.0','8.0','5.0','3.0','8.0','2','2','2','2','1.0','4.0','1.0','1.0','4','2.0','1.0','1.0'
1241,'2','16','Centre-right','1','2','4','1','2','1','2','2','2','8.0','5.0','6.0','1.0','1.0','5.0','5.0','8.0','1','4','2','1','2.0','2.0','2.0','3.0','3','1.0','4.0','3.0'
319,'4','13','Centre-right','2','1','3','2','4','4','4','4','4','7.0','7.0','4.0','1.0','7.0','1.0','1.0','7.0','1','1','1','1','3.0','3.0','2.0','3.0','5','1.0','2.0','1.0'
124,'2','1','Green','2','2','2','2','2','2','2','2','2','5.0','6.0','5.0','2.0','6.0','3.0','3.0','5.0','4','4','4','2','1.0','1.0','2.0','3.0','5','2.0','3.0','1.0'
1530,'2','16','-98','4','4','3','3','2','2','2','3','1','3.0','7.0','3.0','1.0','6.0','1.0','5.0','5.0','1','4','4','2','1.0','3.0','3.0','2.0','5','2.0','2.0','2.0'
1606,'1','17','Centre-left','4','2','4','4','1','1','3','3','3','8.0','8.0','5.0','1.0','6.0','4.0','1.0','10.0','5','5','5','4','2.0','3.0','2.0','3.0','2','2.0','4.0','3.0'
942,'2','11','Centre-left','2','2','4','4','3','2','4','4','2','7.0','7.0','5.0','1.0','7.0','5.0','1.0','6.0','1','2','2','2','3.0','3.0','4.0','2.0','5','1.0','2.0','3.0'
667,'2','13','Centre-right','5','5','5','5','3','2','3','3','3','8.0','6.0','7.0','2.0','2.0','7.0','7.0','9.0','4','4','1','4','2.0','3.0','1.0','3.0','2','1.0','3.0','1.0'
618,'2','13','Centre-right','3','5','3','5','3','3','4','3','2','7.0','6.0','6.0','5.0','7.0','5.0','5.0','7.0','4','2','2','2','2.0','2.0','3.0','3.0','2','1.0','2.0','2.0'
1568,'4','-98','Centre-right','2','1','5','2','3','1','2','3','1','3.0','5.0','1.0','1.0','3.0','3.0','1.0','4.0','5','1','4','5','2.0','1.0','3.0','3.0','2','1.0','4.0','3.0'
2206,'4','32','Centre-right','2','2','2','1','1','2','2','1','2','3.0','1.0','1.0','3.0','6.0','3.0','6.0','5.0','4','5','4','2','3.0','2.0','4.0','3.0','2','1.0','4.0','2.0'
228,'4','1','Centre-left','1','1','1','1','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','5','5','5','1','1.0','1.0','3.0','1.0','2','2.0','3.0','2.0'
58,'2','1','Centre-left','3','5','4','4','1','1','1','1','2','7.0','6.0','4.0','8.0','9.0','6.0','7.0','7.0','1','1','2','2','2.0','2.0','1.0','1.0','8','1.0','3.0','1.0'
739,'2','16','Green','3','4','4','4','3','2','3','3','2','8.0','8.0','8.0','6.0','8.0','8.0','7.0','10.0','4','4','4','2','2.0','1.0','4.0','3.0','2','2.0','2.0','2.0'
1234,'2','5','Centre-right','2','1','3','3','2','1','3','2','2','7.0','7.0','7.0','2.0','7.0','5.0','6.0','8.0','4','4','4','2','2.0','2.0','2.0','3.0','3','2.0','4.0','2.0'
1736,'1','-98','Centre-left','3','2','3','2','3','3','3','3','3','5.0','5.0','5.0','3.0','9.0','6.0','9.0','9.0','4','4','4','4','2.0','2.0','3.0','3.0','1','1.0','2.0','2.0'
635,'2','11','Green','2','2','1','2','3','2','1','4','3','4.0','4.0','4.0','2.0','7.0','4.0','3.0','8.0','4','4','1','4','3.0','1.0','2.0','1.0','1','2.0','2.0','3.0'
804,'2','13','Centre-right','3','3','3','3','2','1','3','1','1','8.0','8.0','8.0','2.0','3.0','5.0','2.0','8.0','5','4','4','2','3.0','2.0','2.0','3.0','1','1.0','3.0','2.0'
1559,'2','1','Centre-left','4','4','3','4','3','3','3','4','2','6.0','6.0','3.0','1.0','6.0','1.0','2.0','6.0','2','4','4','2','2.0','1.0','3.0','3.0','1','1.0','4.0','2.0'
1083,'4','13','Centre-right','5','4','5','4','3','3','2','3','3','9.0','8.0','8.0','3.0','7.0','9.0','1.0','9.0','4','4','4','4','2.0','4.0','2.0','3.0','2','2.0','4.0','2.0'
652,'2','1','Centre-left','3','3','4','4','4','3','2','3','2','3.0','4.0','5.0','5.0','2.0','4.0','5.0','5.0','2','2','2','4','1.0','4.0','3.0','2.0','2','1.0','1.0','3.0'
39,'2','1','Centre-right','3','5','3','3','3','2','3','2','3','5.0','5.0','4.0','1.0','5.0','5.0','5.0','10.0','2','2','2','2','2.0','3.0','3.0','3.0','5','1.0','2.0','2.0'
779,'2','4','Green','2','2','3','2','1','1','2','2','1','3.0','3.0','1.0','1.0','2.0','2.0','1.0','4.0','2','4','4','1','3.0','3.0','4.0','2.0','1','2.0','2.0','1.0'
1793,'4','11','Green','2','2','4','4','3','3','4','4','3','7.0','6.0','8.0','2.0','5.0','3.0','7.0','8.0','5','5','5','2','2.0','3.0','3.0','1.0','3','1.0','1.0','3.0'
389,'2','35','Centre-right','3','3','1','3','2','2','2','2','2','1.0','1.0','1.0','1.0','1.0','5.0','2.0','4.0','2','2','2','2','1.0','1.0','3.0','2.0','5','1.0','2.0','1.0'
1522,'2','1','Centre-right','4','4','5','5','2','3','2','3','3','9.0','8.0','9.0','7.0','8.0','8.0','7.0','9.0','2','2','2','2','1.0','2.0','1.0','3.0','1','1.0','3.0','3.0'
99,'4','1','No-party','3','5','4','3','1','1','2','2','1','4.0','3.0','1.0','1.0','3.0','2.0','3.0','2.0','2','2','4','2','1.0','2.0','2.0','3.0','3','2.0','4.0','3.0'
1480,'2','11','Centre-left','3','3','3','3','3','3','3','4','2','4.0','4.0','2.0','1.0','9.0','2.0','3.0','6.0','2','4','2','2','2.0','2.0','2.0','3.0','2','2.0','2.0','1.0'
417,'2','16','-99','4','4','4','2','3','2','3','4','1','9.0','9.0','6.0','3.0','6.0','7.0','3.0','9.0','4','4','4','4','3.0','2.0','2.0','2.0','3','2.0','2.0','1.0'
1587,'2','-98','Centre-right','3','3','4','1','3','2','4','2','2','7.0','7.0','7.0','3.0','7.0','5.0','3.0','8.0','4','2','2','1','3.0','2.0','3.0','2.0','3','2.0','1.0','1.0'
425,'4','6','Centre-left','4','1','2','3','1','1','2','3','2','7.0','7.0','6.0','1.0','6.0','3.0','5.0','8.0','1','2','2','2','2.0','2.0','3.0','2.0','1','1.0','3.0','1.0'
1884,'4','35','Centre-left','2','2','3','3','3','1','3','3','2','8.0','7.0','8.0','5.0','8.0','4.0','7.0','8.0','2','2','2','2','3.0','3.0','3.0','3.0','2','2.0','2.0','2.0'
1803,'2','1','Centre-left','3','4','3','2','3','3','4','3','3','8.0','7.0','7.0','3.0','7.0','7.0','6.0','8.0','4','4','4','2','3.0','2.0','3.0','3.0','5','1.0','2.0','2.0'
42,'2','5','Centre-left','4','2','2','2','1','2','2','3','2','5.0','4.0','3.0','1.0','4.0','3.0','2.0','9.0','2','2','4','2','3.0','2.0','3.0','3.0','4','2.0','4.0','2.0'
704,'5','1','-98','1','1','1','3','1','1','1','2','1','5.0','5.0','2.0','5.0','3.0','1.0','2.0','6.0','5','5','5','4','1.0','3.0','3.0','3.0','1','2.0','2.0','1.0'
980,'2','34','Green','3','2','2','2','3','2','1','3','1','5.0','5.0','4.0','3.0','7.0','4.0','3.0','7.0','4','4','4','2','1.0','2.0','4.0','3.0','1','2.0','3.0','1.0'
1260,'2','19','Green','3','1','2','2','2','2','2','2','1','7.0','7.0','8.0','1.0','7.0','6.0','6.0','8.0','1','4','1','1','1.0','1.0','1.0','2.0','2','2.0','2.0','1.0'
555,'1','1','Centre-left','4','3','4','5','4','3','4','3','2','9.0','9.0','9.0','8.0','9.0','8.0','7.0','8.0','4','5','2','5','2.0','4.0','4.0','1.0','1','1.0','1.0','3.0'
1854,'2','4','Centre-left','3','3','4','4','1','1','3','1','1','5.0','5.0','3.0','1.0','4.0','2.0','2.0','5.0','1','4','4','2','2.0','2.0','3.0','1.0','2','2.0','4.0','1.0'
788,'2','20','Centre-right','3','3','4','4','3','3','4','3','2','8.0','8.0','8.0','4.0','8.0','5.0','5.0','9.0','2','2','2','1','2.0','1.0','2.0','3.0','1','1.0','2.0','1.0'
547,'2','16','Centre-left','2','1','3','3','2','2','2','2','1','5.0','5.0','2.0','1.0','5.0','1.0','3.0','7.0','2','4','2','4','2.0','2.0','2.0','3.0','1','1.0','3.0','1.0'
520,'4','13','Centre-right','4','2','4','4','2','2','3','3','2','6.0','6.0','2.0','2.0','5.0','2.0','2.0','6.0','4','4','4','1','2.0','3.0','3.0','3.0','4','2.0','4.0','3.0'
117,'5','11','Centre-left','2','1','1','1','3','2','1','4','1','1.0','5.0','1.0','1.0','10.0','1.0','8.0','8.0','1','1','2','1','2.0','1.0','3.0','3.0','2','1.0','2.0','1.0'
1716,'5','1','Centre-left','4','4','4','3','3','1','2','3','2','1.0','1.0','1.0','1.0','2.0','1.0','3.0','2.0','2','4','2','2','1.0','2.0','1.0','2.0','1','1.0','2.0','3.0'
2142,'2','34','Centre-right','4','4','4','4','2','3','3','3','2','8.0','7.0','8.0','1.0','6.0','6.0','1.0','7.0','2','2','2','2','1.0','1.0','3.0','1.0','1','2.0','2.0','1.0'
2554,'2','4','Green','4','3','4','3','3','3','4','3','3','9.0','9.0','9.0','3.0','9.0','3.0','2.0','10.0','2','5','5','2','3.0','2.0','2.0','3.0','2','2.0','1.0','1.0'
1060,'2','34','Independent','3','2','2','1','1','1','1','1','1','1.0','1.0','3.0','1.0','1.0','2.0','3.0','3.0','1','1','4','2','1.0','4.0','1.0','1.0','1','1.0','3.0','1.0'
1194,'2','19','Centre-right','4','4','4','4','2','2','3','3','3','8.0','8.0','8.0','7.0','8.0','8.0','7.0','8.0','3','4','2','4','2.0','4.0','1.0','3.0','4','1.0','3.0','2.0'
2038,'1','1','Centre-right','3','3','2','2','4','2','3','2','2','6.0','7.0','5.0','1.0','3.0','2.0','1.0','6.0','4','4','4','4','3.0','2.0','3.0','3.0','3','1.0','2.0','1.0'
2228,'4','1','Centre-left','2','1','2','2','1','1','1','1','1','1.0','1.0','1.0','1.0','1.0','1.0','1.0','1.0','2','4','4','1','3.0','2.0','4.0','3.0','4','2.0','2.0','2.0'
753,'4','11','Green','1','1','1','1','1','1','2','2','1','1.0','3.0','4.0','5.0','8.0','2.0','7.0','7.0','1','2','2','2','3.0','2.0','2.0','2.0','5','2.0','2.0','1.0'
2449,'1','11','Centre-right','4','3','3','4','3','3','3','3','3','7.0','7.0','7.0','2.0','7.0','5.0','5.0','9.0','2','2','2','4','2.0','2.0','3.0','3.0','2','2.0','3.0','2.0'
1951,'4','16','Swing','2','2','3','2','2','2','2','4','2','7.0','7.0','8.0','3.0','7.0','5.0','6.0','7.0','1','2','4','2','2.0','4.0','2.0','3.0','1','2.0','3.0','2.0'
